iso_utc,uptime_s,procs,ws_mb,private_mb,handles,threads,avail_mb,commit_pct,cpu_pct_sum
2026-08-25T19:51:01Z,23080,9,1422,891.9,5364,273,20594,35.1,32.92
2026-08-25T19:52:04Z,23143,9,1423.3,893.5,5366,275,20583,35.2,38.81
2026-08-25T19:53:07Z,23206,9,1422.3,892.4,5366,275,20679,35,37.58
2026-08-25T19:54:10Z,23269,9,1422.3,892.7,5366,275,20686,35,40.41
2026-08-25T19:55:13Z,23332,9,1419.2,889.9,5371,276,20684,35,39.84
2026-08-25T19:56:16Z,23395,9,1424.2,894.7,5371,276,20691,35,41.92
2026-08-25T19:57:19Z,23458,9,1424.6,895.2,5373,276,20681,35,42.59
2026-08-25T19:58:22Z,23521,9,1423.1,893.7,5371,276,20684,35,43.94
2026-08-25T19:59:25Z,23584,9,1423,893.6,5373,276,20680,35,40.33
2026-08-25T20:00:28Z,23648,9,1423.1,893.8,5368,275,20531,35.1,33.28
2026-08-25T20:01:31Z,23711,9,1423.5,894.8,5367,275,20539,35.1,36.14
2026-08-25T20:02:34Z,23774,9,1422.6,893.3,5366,275,20614,35,38.3
2026-08-25T20:03:38Z,23837,9,1424,894.4,5376,278,20583,35.1,37.47
2026-08-25T20:04:41Z,23900,9,1424,894.4,5371,278,20594,35.1,38.31
2026-08-25T20:05:44Z,23963,9,1424.5,894.8,5369,277,20607,35,41.69
2026-08-25T20:06:47Z,24026,9,1425.6,896,5374,277,20597,35.1,45.62
2026-08-25T20:07:50Z,24089,9,1423.5,893.7,5376,277,20538,35.4,43.45
2026-08-25T20:08:53Z,24152,9,1424.3,894.8,5369,276,20587,35.1,47.62
2026-08-25T20:09:56Z,24215,9,1421.3,891.5,5369,277,20587,35.1,43.69
2026-08-25T20:10:59Z,24278,9,1421.3,891.9,5375,278,20519,35.2,34.73
2026-08-25T20:12:02Z,24341,9,1427.4,897.6,5373,278,20449,35.4,42.39
2026-08-25T20:13:05Z,24404,9,1422.7,892.8,5369,277,20561,35.1,43.69
2026-08-25T20:14:08Z,24467,9,1421.4,891.8,5369,278,20592,35.1,44.34
2026-08-25T20:15:11Z,24530,9,1423.3,893.9,5369,278,20620,35,43.08
2026-08-25T20:16:14Z,24593,9,1422.3,892.7,5366,275,20618,35,46.19
2026-08-25T20:17:17Z,24656,9,1421.6,892.2,5366,275,20622,35,44.97
