iso_utc,uptime_s,procs,ws_mb,private_mb,handles,threads,avail_mb,commit_pct,cpu_pct_sum,vram_used_mb,vram_total_mb,gpu_util_pct
2026-08-27T20:31:56Z,0,10,1561.6,1280.8,5628,328,21086,35.9,0,731,8188,10
2026-08-27T20:32:57Z,60,9,1266.2,890.2,5285,323,21497,34.1,58.25,610,8188,25
2026-08-27T20:33:57Z,120,9,1259.8,881.8,5293,322,21487,34.1,59.58,609,8188,28
2026-08-27T20:34:57Z,180,9,1272.3,894.2,5282,321,21504,34,60.71,609,8188,27
2026-08-27T20:35:57Z,241,9,1263.8,885.3,5210,321,21512,34,55.73,609,8188,23
2026-08-27T20:36:57Z,301,9,1267.9,888.8,5201,332,21513,34,57.4,609,8188,23
2026-08-27T20:37:57Z,361,9,1265.4,889.4,5219,333,21511,34,57.13,609,8188,21
2026-08-27T20:38:58Z,421,9,1266.4,889.9,5196,319,21514,34,60.64,609,8188,24
2026-08-27T20:39:58Z,481,9,1267.9,892.5,5179,316,21436,34.1,49.57,609,8188,29
2026-08-27T20:40:58Z,541,9,1263.1,887.1,5178,316,21485,34,53.2,609,8188,25
2026-08-27T20:41:58Z,602,9,1264.8,889.4,5161,333,21531,34,55.8,609,8188,25
2026-08-27T20:42:58Z,662,9,1263.6,888.2,5142,316,21540,33.9,59.8,609,8188,24
2026-08-27T20:43:58Z,722,9,1262.5,886.7,5150,317,21546,33.9,57.79,609,8188,26
2026-08-27T20:44:58Z,782,9,1267.6,891.9,5150,317,21542,33.9,58.49,609,8188,25
2026-08-27T20:45:59Z,842,9,1263.1,886.9,5150,317,21549,33.9,56.56,609,8188,28
2026-08-27T20:46:59Z,902,9,1264,888.7,5150,317,21542,33.9,58.17,609,8188,26
2026-08-27T20:47:59Z,962,9,1263.5,888.1,5148,317,21519,34,56.5,609,8188,25
2026-08-27T20:48:59Z,1022,9,1264.2,889.7,5149,316,21508,34.1,56.52,609,8188,26
2026-08-27T20:49:59Z,1083,9,1268.7,894.1,5147,316,21464,34.1,53.41,609,8188,25
2026-08-27T20:50:59Z,1143,9,1262.8,887.2,5145,316,21479,34,56.53,609,8188,22
2026-08-27T20:51:59Z,1203,9,1292.1,889.1,5141,315,21503,34,58.74,609,8188,26
2026-08-27T20:53:00Z,1263,9,1292.8,889.1,5143,316,21493,34.1,64.25,609,8188,27
2026-08-27T20:54:00Z,1323,9,1293.6,890,5141,316,21518,34,59.01,609,8188,28
2026-08-27T20:55:00Z,1383,9,1292.9,889.3,5141,316,21525,33.9,60.53,609,8188,28
2026-08-27T20:56:00Z,1443,9,1298,895.1,5144,317,21519,34,59.29,609,8188,24
2026-08-27T20:57:00Z,1504,9,1293.3,889.7,5140,317,21520,34,60.31,609,8188,28
2026-08-27T20:58:00Z,1564,9,1294.1,890.6,5142,317,21515,34,58.03,609,8188,24
2026-08-27T20:59:00Z,1624,9,1293.6,889.7,5140,317,21514,34,56.46,609,8188,29
2026-08-27T21:00:01Z,1684,9,1298.6,895.4,5141,317,21433,34.1,49.82,609,8188,26
2026-08-27T21:01:01Z,1744,9,1294.4,890.8,5138,315,21438,34.1,56.01,609,8188,20
2026-08-27T21:02:01Z,1804,9,1316.5,916.8,5144,317,21493,34.1,53.95,614,8188,26
2026-08-27T21:03:01Z,1865,9,1300,897.7,5145,318,21500,34,59.57,613,8188,21
2026-08-27T21:04:01Z,1925,9,1300.7,898.9,5147,319,21481,34.1,55.68,614,8188,29
2026-08-27T21:05:01Z,1985,9,1300.3,897.8,5147,317,21478,34.1,58.24,613,8188,24
2026-08-27T21:06:01Z,2045,9,1300.7,898.5,5145,317,21490,34.1,55.77,613,8188,25
2026-08-27T21:07:02Z,2105,9,1300.8,898.5,5147,317,21495,34.1,57.59,613,8188,18
2026-08-27T21:08:02Z,2165,9,1301.1,899.4,5147,316,21486,34.1,55.7,614,8188,20
2026-08-27T21:09:02Z,2225,9,1300.4,897.8,5134,316,21471,34.1,56.2,613,8188,19
2026-08-27T21:10:02Z,2286,9,1299.3,897,5136,316,21423,34.2,50.87,613,8188,19
2026-08-27T21:11:02Z,2346,9,1304.2,901.7,5134,315,21435,34.1,56.43,614,8188,17
2026-08-27T21:12:02Z,2406,9,1300.3,898.4,5136,316,21509,34,54.32,614,8188,19
2026-08-27T21:13:03Z,2466,9,1300,897.6,5136,316,21493,34,56.27,613,8188,19
2026-08-27T21:14:03Z,2526,9,1300.4,898.5,5138,316,21492,34,57.98,613,8188,24
2026-08-27T21:15:03Z,2586,9,1300.1,897.9,5138,316,21494,34,59.69,613,8188,19
2026-08-27T21:16:03Z,2646,9,1305.5,903.6,5136,316,21483,34,54.2,614,8188,20
2026-08-27T21:17:03Z,2707,9,1304.5,902.6,5138,316,21490,34,57.03,613,8188,19
2026-08-27T21:18:03Z,2767,9,1301,898.6,5136,316,21491,34,58.13,613,8188,20
2026-08-27T21:19:03Z,2827,9,1301.8,899.8,5138,316,21466,34.1,55.48,613,8188,23
2026-08-27T21:20:04Z,2887,9,1301.5,899.1,5136,315,21428,34.1,49.96,614,8188,22
2026-08-27T21:21:04Z,2947,9,1302.3,899.7,5136,316,21432,34.1,57.88,613,8188,19
2026-08-27T21:22:04Z,3007,9,1302.6,899.7,5134,315,21482,34.1,50.78,613,8188,25
2026-08-27T21:23:04Z,3068,9,1302.4,899.6,5145,317,21490,34.1,60.48,613,8188,22
2026-08-27T21:24:04Z,3128,9,1302.4,900.5,5143,317,21490,34.1,58.32,614,8188,25
2026-08-27T21:25:04Z,3188,9,1302.3,900.1,5145,317,21495,34.0,59.4,613,8188,24
2026-08-27T21:26:04Z,3248,9,1302.9,900.7,5148,317,21483,34.1,56.61,613,8188,23
2026-08-27T21:27:05Z,3308,9,1303.3,901,5143,317,21480,34.1,57.84,613,8188,28
2026-08-27T21:28:05Z,3368,9,1302.6,900.2,5144,316,21481,34.1,57.15,614,8188,25
2026-08-27T21:29:05Z,3428,9,1307.8,905.9,5142,316,21476,34.1,58.32,614,8188,28
2026-08-27T21:30:05Z,3489,9,1303.8,900.8,5138,316,21429,34.1,52.66,613,8188,22
2026-08-27T21:31:05Z,3549,9,1302,899.3,5136,315,21430,34.1,57.85,614,8188,19
2026-08-27T21:32:05Z,3609,9,1294.4,891.5,5160,321,21510,34,55.76,614,8188,22
2026-08-27T21:33:05Z,3669,9,1304.7,901.8,5159,323,21475,34.1,59.04,614,8188,23
2026-08-27T21:34:06Z,3729,9,1307.9,904.6,5159,323,21472,34.1,59.42,614,8188,23
2026-08-27T21:35:06Z,3789,9,1303.7,900.4,5159,322,21487,34,60.31,613,8188,19
2026-08-27T21:36:06Z,3849,9,1304.9,901.3,5155,321,21484,34.1,55.86,613,8188,20
2026-08-27T21:37:06Z,3910,9,1305.4,901.9,5156,320,21491,34,54.89,613,8188,17
2026-08-27T21:38:06Z,3970,9,1305.4,902.2,5154,320,21481,34.1,56.86,613,8188,20
2026-08-27T21:39:06Z,4030,9,1306.2,902.9,5166,321,21474,34.1,54.49,614,8188,20
2026-08-27T21:40:06Z,4090,9,1305.8,902.6,5161,320,21390,34.2,49.38,614,8188,17
2026-08-27T21:41:07Z,4150,9,1306.8,903.5,5167,328,21378,34.2,58.89,613,8188,22
2026-08-27T21:42:07Z,4210,9,1307,903.9,5170,329,21479,34.1,55.86,613,8188,23
2026-08-27T21:43:07Z,4270,9,1308,905.8,5170,329,21477,34.1,55.92,613,8188,20
2026-08-27T21:44:07Z,4331,9,1307.2,904.5,5168,322,21482,34,56.09,613,8188,22
2026-08-27T21:45:07Z,4391,9,1306.6,903.7,5170,322,21484,34,57.15,613,8188,17
2026-08-27T21:46:07Z,4451,9,1305.6,902.5,5163,321,21483,34,59.03,613,8188,18
2026-08-27T21:47:07Z,4511,9,1305.5,902.1,5165,321,21482,34,57.76,613,8188,19
2026-08-27T21:48:08Z,4571,9,1306,902.9,5161,321,21454,34.1,53.47,614,8188,22
2026-08-27T21:49:08Z,4631,9,1306.6,903.5,5163,321,21470,34.1,56.74,613,8188,21
2026-08-27T21:50:08Z,4691,9,1304.9,901.2,5153,321,21367,34.3,47.83,613,8188,18
2026-08-27T21:51:08Z,4752,9,1305.8,902.2,5154,322,21377,34.2,58.52,613,8188,22
2026-08-27T21:52:08Z,4812,9,1306,902.3,5154,322,21425,34.2,52.5,613,8188,19
2026-08-27T21:53:08Z,4872,9,1304.7,900.7,5156,322,21467,34.1,58.03,613,8188,21
2026-08-27T21:54:08Z,4932,9,1304.8,901.2,5156,322,21480,34.1,57.2,613,8188,24
2026-08-27T21:55:09Z,4992,9,1308.9,905.6,5153,321,21481,34.1,59.47,614,8188,18
2026-08-27T21:56:09Z,5052,9,1305.9,902.8,5155,321,21484,34,54.86,613,8188,19
2026-08-27T21:57:09Z,5112,9,1305.8,902.3,5153,321,21483,34,57.5,613,8188,19
2026-08-27T21:58:09Z,5173,9,1305.9,902.7,5155,321,21476,34,57.35,614,8188,22
2026-08-27T21:59:09Z,5233,9,1306.4,902.9,5156,320,21481,34,59.25,613,8188,18
2026-08-27T22:00:09Z,5293,9,1305.3,901.1,5155,321,21407,34.1,50.63,613,8188,18
2026-08-27T22:01:09Z,5353,9,1306.2,902.7,5149,319,21398,34.2,55.83,614,8188,20
2026-08-27T22:02:10Z,5413,9,1299.2,894.4,5161,322,21469,34.1,52.95,613,8188,18
2026-08-27T22:03:10Z,5473,9,1305.3,900.8,5158,322,21443,34.1,59.11,613,8188,20
2026-08-27T22:04:10Z,5533,9,1305.1,900.8,5156,322,21378,34.3,56.51,613,8188,18
2026-08-27T22:05:10Z,5594,9,1305.8,901.4,5162,323,21251,34.8,49.33,613,8188,20
2026-08-27T22:06:10Z,5654,9,1309.9,906,5165,325,21238,34.7,45.77,613,8188,20
2026-08-27T22:07:10Z,5714,9,1309.5,904.8,5166,324,21285,34.6,52.07,613,8188,20
2026-08-27T22:08:10Z,5774,9,1306.1,901.7,5164,323,21319,34.5,56.71,613,8188,25
2026-08-27T22:09:11Z,5834,9,1309.2,904.7,5163,324,21325,34.5,59.33,613,8188,23
2026-08-27T22:10:11Z,5894,9,1305.8,901.1,5160,323,21272,34.5,48.85,613,8188,23
2026-08-27T22:11:11Z,5954,9,1306,902,5164,324,21323,34.3,56.16,613,8188,17
2026-08-27T22:12:11Z,6015,9,1306.2,901.9,5164,324,21351,34.4,52.4,613,8188,19
2026-08-27T22:13:11Z,6075,9,1305.8,901.3,5162,324,21402,34.2,57.03,613,8188,18
2026-08-27T22:14:11Z,6135,9,1305.7,900.7,5162,324,21399,34.2,57.99,613,8188,21
2026-08-27T22:15:11Z,6195,9,1306.4,902.2,5160,324,21401,34.2,57.24,613,8188,17
2026-08-27T22:16:12Z,6255,9,1306.8,902.6,5162,324,21399,34.2,57.52,613,8188,20
2026-08-27T22:17:12Z,6315,9,1306.9,902.2,5160,324,21426,34.2,55.78,613,8188,22
2026-08-27T22:18:12Z,6375,9,1307.5,903.2,5162,324,21426,34.2,56.58,613,8188,17
2026-08-27T22:19:12Z,6436,9,1306.9,902.7,5160,323,21431,34.1,58.37,613,8188,20
2026-08-27T22:20:12Z,6496,9,1307.9,903,5162,324,21432,34.1,56.83,613,8188,16
2026-08-27T22:21:12Z,6556,9,1307.5,903,5160,323,21363,34.2,52.17,613,8188,18
2026-08-27T22:22:12Z,6616,9,1307.5,903,5162,324,21353,34.3,50.49,613,8188,20
2026-08-27T22:23:13Z,6676,9,1307.1,903.6,5162,324,21411,34.2,56.72,613,8188,18
2026-08-27T22:24:13Z,6736,9,1305.6,902.4,5160,324,21413,34.2,53.6,614,8188,24
2026-08-27T22:25:13Z,6796,9,1306.8,902.5,5162,324,21409,34.3,58.46,613,8188,21
2026-08-27T22:26:13Z,6857,9,1306.9,903.1,5160,324,21420,34.2,58.3,613,8188,18
2026-08-27T22:27:13Z,6917,9,1307.1,903.3,5162,324,21418,34.2,54.36,613,8188,17
2026-08-27T22:28:13Z,6977,9,1307.8,904,5160,323,21407,34.3,57.68,613,8188,18
2026-08-27T22:29:13Z,7037,9,1307.4,903.3,5162,324,21427,34.2,60.7,613,8188,21
2026-08-27T22:30:14Z,7097,9,1307.1,902.9,5160,323,21426,34.2,55.59,613,8188,19
2026-08-27T22:31:14Z,7157,9,1306.9,902.4,5162,324,21343,34.3,49.76,613,8188,18
2026-08-27T22:32:14Z,7217,9,1300.3,898.3,5172,325,21349,34.2,54.33,613,8188,18
2026-08-27T22:33:14Z,7278,9,1308.3,905.5,5169,325,21401,34.3,56.46,613,8188,18
2026-08-27T22:34:14Z,7338,9,1308.7,905.6,5173,327,21405,34.2,57.8,613,8188,17
2026-08-27T22:35:14Z,7398,9,1308.6,905.9,5171,325,21405,34.2,57.25,613,8188,22
2026-08-27T22:36:14Z,7458,9,1308.8,905.9,5169,325,21478,34,52.2,613,8188,20
2026-08-27T22:37:15Z,7518,9,1308.6,905.7,5167,325,21508,34,54.16,613,8188,21
2026-08-27T22:38:15Z,7578,9,1309.1,906.2,5171,325,21504,34,54.77,613,8188,16
2026-08-27T22:39:15Z,7638,9,1307.6,904.6,5165,325,21500,34,58.15,613,8188,17
2026-08-27T22:40:15Z,7699,9,1307.4,904.2,5165,324,21499,34,57.22,613,8188,18
2026-08-27T22:41:15Z,7759,9,1307.3,904.2,5167,325,21422,34.1,51.88,613,8188,18
2026-08-27T22:42:15Z,7819,9,1306.3,903.2,5167,325,21423,34.1,57.26,613,8188,21
2026-08-27T22:43:16Z,7879,9,1306.3,903.3,5166,324,21491,34,55.8,613,8188,19
2026-08-27T22:44:16Z,7939,9,1306,902.5,5166,324,21497,34,56.15,613,8188,22
2026-08-27T22:45:16Z,7999,9,1307,903.4,5168,324,21496,34,56.44,613,8188,16
2026-08-27T22:46:16Z,8059,9,1310.5,907.3,5166,324,21489,34,56.77,613,8188,20
2026-08-27T22:47:16Z,8120,9,1311,908.2,5168,324,21494,34,58.54,613,8188,17
2026-08-27T22:48:16Z,8180,9,1311.6,908.3,5166,324,21476,34.1,54.45,613,8188,18
2026-08-27T22:49:16Z,8240,9,1309.9,906.3,5164,323,21509,33.9,56.46,613,8188,19
2026-08-27T22:50:17Z,8300,9,1310,907,5164,324,21505,34,57.53,614,8188,20
2026-08-27T22:51:17Z,8360,9,1309.9,906.9,5166,324,21425,34.1,51.63,614,8188,15
2026-08-27T22:52:17Z,8420,9,1306.5,898.4,5166,324,21416,34.1,56.22,611,8188,22
2026-08-27T22:53:17Z,8480,9,1306.8,898.8,5166,324,21496,34,59.67,611,8188,29
2026-08-27T22:54:17Z,8541,9,1306.6,899.1,5172,344,21443,34.2,57.21,611,8188,28
2026-08-27T22:55:17Z,8601,9,1305.3,897.5,5171,325,21459,34.1,60,611,8188,29
2026-08-27T22:56:17Z,8661,9,1305.3,897.3,5171,325,21477,34.0,58.69,611,8188,28
2026-08-27T22:57:18Z,8721,9,1305.8,897.7,5169,325,21458,34.1,61.37,611,8188,25
2026-08-27T22:58:18Z,8781,9,1306.6,898.4,5171,325,21465,34,59.36,611,8188,20
2026-08-27T22:59:18Z,8841,9,1306.2,898.1,5169,325,21475,34,59.03,611,8188,21
2026-08-27T23:00:18Z,8902,9,1306.2,898.4,5173,325,21474,34,55.91,611,8188,23
2026-08-27T23:01:18Z,8962,9,1305.8,897.7,5173,325,21419,34,54.39,611,8188,19
2026-08-27T23:02:18Z,9022,9,1301,892.8,5184,327,21422,34,55.86,610,8188,27
2026-08-27T23:03:18Z,9082,9,1305.7,897.1,5181,327,21479,34,59.78,610,8188,25
2026-08-27T23:04:19Z,9142,9,1306.3,897.8,5181,327,21453,34,57.22,610,8188,26
2026-08-27T23:05:19Z,9202,9,1307,898.5,5185,327,21480,34,59.77,610,8188,27
2026-08-27T23:06:19Z,9262,9,1306.2,897.5,5181,327,21484,34,61.32,610,8188,23
2026-08-27T23:07:19Z,9323,9,1307,898.2,5183,327,21478,34,59.44,610,8188,27
2026-08-27T23:08:19Z,9383,9,1306.8,898.1,5181,327,21472,34,57.56,610,8188,24
2026-08-27T23:09:19Z,9443,9,1306.9,898.3,5179,327,21475,34,62.06,610,8188,26
2026-08-27T23:10:19Z,9503,9,1306.7,898,5174,324,21472,34,57.56,610,8188,20
2026-08-27T23:11:20Z,9563,9,1306.3,897.4,5178,326,21414,34.1,51.3,610,8188,18
2026-08-27T23:12:20Z,9623,9,1307,898.4,5178,326,21434,34,57.49,610,8188,19
2026-08-27T23:13:20Z,9683,9,1306.9,898.1,5178,326,21500,34,54.74,610,8188,19
2026-08-27T23:14:20Z,9744,9,1307.4,898.7,5178,326,21443,34.1,56.38,610,8188,23
2026-08-27T23:15:20Z,9804,9,1307.7,899.1,5176,326,21482,34,61.29,610,8188,21
2026-08-27T23:16:20Z,9864,9,1306.3,897.6,5178,326,21460,34,58.77,610,8188,18
2026-08-27T23:17:20Z,9924,9,1307.3,898.8,5176,326,21478,34,57.48,610,8188,22
2026-08-27T23:18:21Z,9984,9,1307.2,898.5,5178,326,21473,34,59.65,610,8188,19
2026-08-27T23:19:21Z,10044,9,1308.1,899.8,5174,324,21461,34,58.32,610,8188,22
2026-08-27T23:20:21Z,10104,9,1307.2,899.5,5181,327,21465,34,58.72,610,8188,24
2026-08-27T23:21:21Z,10165,9,1306.9,899.2,5181,327,21387,34.1,52.22,610,8188,23
2026-08-27T23:22:21Z,10225,9,1308,900.1,5181,327,21382,34.2,55.26,610,8188,19
2026-08-27T23:23:21Z,10285,9,1308.1,899.9,5181,327,21456,34.1,55.51,610,8188,21
2026-08-27T23:24:21Z,10345,9,1308.3,900.3,5182,327,21486,34,59.5,610,8188,24
2026-08-27T23:25:22Z,10405,9,1308.8,900.7,5180,326,21493,34,59.08,610,8188,21
2026-08-27T23:26:22Z,10465,9,1306.6,898.5,5178,326,21489,34,57.54,610,8188,18
2026-08-27T23:27:22Z,10525,9,1307.4,898.8,5180,326,21487,34,59.53,610,8188,19
2026-08-27T23:28:22Z,10586,9,1307.7,899.1,5176,325,21485,34,57.68,610,8188,18
2026-08-27T23:29:22Z,10646,9,1307.7,899.3,5180,326,21486,34,59.46,610,8188,21
2026-08-27T23:30:22Z,10706,9,1308.5,899.9,5180,326,21487,34,58.71,610,8188,23
2026-08-27T23:31:22Z,10766,9,1308.5,900.2,5166,326,21354,34.3,53.21,610,8188,23
2026-08-27T23:32:23Z,10826,9,1305.8,898.7,5171,327,21411,34.1,59.55,611,8188,21
2026-08-27T23:33:23Z,10886,9,1309.4,901.7,5173,329,21391,34.1,56.95,611,8188,20
2026-08-27T23:34:23Z,10946,9,1309.9,902.5,5173,329,21453,34.1,60.49,611,8188,25
2026-08-27T23:35:23Z,11007,9,1310.3,902.6,5171,327,21460,34.1,56.22,611,8188,24
2026-08-27T23:36:23Z,11067,9,1310.2,902.6,5173,327,21486,34,58.38,611,8188,20
2026-08-27T23:37:23Z,11127,9,1310.9,903.2,5166,325,21492,34,61.24,611,8188,19
2026-08-27T23:38:23Z,11187,9,1309.6,901.8,5173,327,21487,34,53.63,611,8188,20
2026-08-27T23:39:24Z,11247,9,1309.6,902.4,5173,328,21480,34,58.12,611,8188,18
2026-08-27T23:40:24Z,11307,9,1309.7,902.4,5177,329,21472,34,58.88,611,8188,21
2026-08-27T23:41:24Z,11367,9,1310,902.7,5179,329,21335,34.3,54.58,611,8188,20
2026-08-27T23:42:24Z,11428,9,1309.4,902.2,5179,329,21381,34.2,57.96,611,8188,20
2026-08-27T23:43:24Z,11488,9,1308.9,901.3,5179,329,21422,34,57.95,611,8188,20
2026-08-27T23:44:24Z,11548,9,1309.4,901.9,5179,329,21495,34,57.48,611,8188,22
2026-08-27T23:45:24Z,11608,9,1309.3,901.7,5181,329,21492,34,58.72,611,8188,20
2026-08-27T23:46:25Z,11668,9,1309.8,902.1,5177,328,21474,34,57.96,611,8188,20
2026-08-27T23:47:25Z,11728,9,1310.5,902.9,5181,329,21489,34,61.81,611,8188,22
2026-08-27T23:48:25Z,11788,9,1308.8,901,5179,328,21480,34,54.69,611,8188,21
2026-08-27T23:49:25Z,11849,9,1309.7,901.8,5181,328,21484,34,62.29,611,8188,23
2026-08-27T23:50:25Z,11909,9,1309.7,902.3,5184,329,21485,34,59.29,611,8188,23
2026-08-27T23:51:25Z,11969,9,1308.7,901.2,5185,329,21343,34.3,53.91,611,8188,18
2026-08-27T23:52:25Z,12029,9,1310,902.7,5185,329,21382,34.1,53.38,611,8188,25
2026-08-27T23:53:26Z,12089,9,1309.5,901.9,5183,329,21389,34.1,58.64,611,8188,25
2026-08-27T23:54:26Z,12149,9,1310.6,903.1,5184,328,21457,34.1,59.16,611,8188,27
2026-08-27T23:55:26Z,12209,9,1310.5,903.2,5182,328,21467,34,61.3,611,8188,26
2026-08-27T23:56:26Z,12270,9,1310.7,903,5184,328,21479,34,60.04,611,8188,24
2026-08-27T23:57:26Z,12330,9,1311.3,903.9,5182,328,21481,34,60.01,611,8188,22
2026-08-27T23:58:26Z,12390,9,1309.3,901.7,5180,327,21487,34,55.82,611,8188,19
2026-08-27T23:59:26Z,12450,9,1309.3,901.9,5182,328,21486,34,58.26,611,8188,23
2026-08-28T00:00:27Z,12510,9,1309.6,902.2,5182,328,21487,34,57.01,611,8188,21
2026-08-28T00:01:27Z,12570,9,1310.1,902.9,5182,328,21356,34.3,55.35,611,8188,23
2026-08-28T00:02:27Z,12630,9,1306.5,898.4,5187,329,21412,34.1,58.57,611,8188,17
2026-08-28T00:03:27Z,12691,9,1310.7,902.9,5187,329,21357,34.2,57.68,611,8188,18
2026-08-28T00:04:27Z,12751,9,1311,903.1,5187,329,21434,34.1,58.97,611,8188,19
2026-08-28T00:05:27Z,12811,9,1311.6,903.5,5189,329,21458,34,55.63,611,8188,21
2026-08-28T00:06:28Z,12871,9,1310.3,902.2,5187,329,21436,34.1,55.34,611,8188,23
2026-08-28T00:07:28Z,12931,9,1311,902.5,5186,328,21449,34.1,57.06,611,8188,19
2026-08-28T00:08:28Z,12991,9,1310.7,902.3,5180,327,21492,34,56.99,611,8188,23
2026-08-28T00:09:28Z,13051,9,1311.1,902.5,5182,328,21494,34,60.3,611,8188,17
2026-08-28T00:10:28Z,13112,9,1311.5,903.2,5182,328,21495,34,60.58,611,8188,22
2026-08-28T00:11:28Z,13172,9,1311.6,903.1,5182,328,21356,34.3,54.39,611,8188,23
2026-08-28T00:12:28Z,13232,9,1311.7,903.1,5182,328,21409,34.1,57,611,8188,23
2026-08-28T00:13:29Z,13292,9,1311.4,903.1,5182,328,21417,34.1,56.84,611,8188,21
2026-08-28T00:14:29Z,13352,9,1311,902.6,5184,328,21480,34,56.26,611,8188,21
2026-08-28T00:15:29Z,13412,9,1311.5,903.1,5184,329,21425,34.1,57.69,611,8188,22
2026-08-28T00:16:29Z,13473,9,1311.2,902.7,5182,328,21440,34.1,63.15,611,8188,18
2026-08-28T00:17:29Z,13533,9,1311.2,902.7,5180,327,21441,34.1,59,611,8188,18
2026-08-28T00:18:29Z,13593,9,1310,901.5,5182,328,21397,34.2,57.21,611,8188,18
2026-08-28T00:19:30Z,13653,9,1310.2,901.6,5184,328,21432,34.1,53.98,611,8188,24
2026-08-28T00:20:30Z,13713,9,1310.7,902.3,5184,328,21467,34,58.64,611,8188,20
2026-08-28T00:21:30Z,13773,9,1309.3,900.7,5185,329,21336,34.3,56.93,611,8188,20
2026-08-28T00:22:30Z,13834,9,1310,901.7,5183,329,21379,34.1,53.4,611,8188,18
2026-08-28T00:23:30Z,13894,9,1310.3,901.9,5185,329,21384,34.1,59.03,611,8188,19
2026-08-28T00:24:30Z,13954,9,1309.7,901.3,5183,329,21449,34.1,56.61,611,8188,23
2026-08-28T00:25:30Z,14014,9,1310.4,902.3,5185,329,21459,34,60.18,611,8188,21
2026-08-28T00:26:31Z,14074,9,1309.7,901.1,5182,327,21456,34.1,60.5,611,8188,20
2026-08-28T00:27:31Z,14134,9,1310.3,902.2,5184,328,21452,34.1,59.6,611,8188,19
2026-08-28T00:28:31Z,14194,9,1310.3,902.1,5184,327,21451,34.1,58.17,611,8188,17
2026-08-28T00:29:31Z,14255,9,1310,901.9,5186,328,21449,34.1,55.56,611,8188,21
2026-08-28T00:30:31Z,14315,9,1311,903.2,5184,328,21442,34.1,59.99,611,8188,18
2026-08-28T00:31:31Z,14375,9,1310.7,902.4,5186,328,21307,34.4,56.5,611,8188,23
2026-08-28T00:32:31Z,14435,9,1308.7,900,5191,329,21405,34.1,55.39,610,8188,27
2026-08-28T00:33:32Z,14495,9,1311.5,903,5191,331,21372,34.2,60.57,610,8188,30
2026-08-28T00:34:32Z,14555,9,1311.6,903,5195,331,21440,34.1,57,610,8188,28
2026-08-28T00:35:32Z,14615,9,1311.5,902.9,5192,330,21456,34,62.09,610,8188,26
2026-08-28T00:36:32Z,14676,9,1315.6,907.3,5192,329,21428,34.1,61.53,610,8188,26
2026-08-28T00:37:32Z,14736,9,1312,903.4,5187,327,21453,34.1,56.31,610,8188,19
2026-08-28T00:38:32Z,14796,9,1310.4,902.3,5190,329,21464,34,60.38,610,8188,20
2026-08-28T00:39:32Z,14856,9,1311,902.8,5192,331,21445,34.1,56.66,610,8188,22
2026-08-28T00:40:33Z,14916,9,1311.4,903.4,5194,331,21449,34.1,61.44,610,8188,26
2026-08-28T00:41:33Z,14976,9,1310.9,902.9,5190,329,21448,34.1,58.53,610,8188,21
2026-08-28T00:42:33Z,15036,9,1311.5,903.2,5186,329,21374,34.2,50.53,610,8188,19
2026-08-28T00:43:33Z,15097,9,1311.4,903,5187,328,21374,34.2,57.81,610,8188,19
2026-08-28T00:44:33Z,15157,9,1311.1,903.3,5185,328,21470,34,58.51,610,8188,20
2026-08-28T00:45:33Z,15217,9,1311,903,5187,328,21474,34,58.68,610,8188,24
2026-08-28T00:46:34Z,15277,9,1311.7,903.5,5185,327,21471,34,59.62,610,8188,21
2026-08-28T00:47:34Z,15337,9,1312.1,904.2,5187,328,21358,34.3,54.01,610,8188,18
2026-08-28T00:48:34Z,15397,9,1311.8,903.5,5187,328,21348,34.3,59.92,610,8188,18
2026-08-28T00:49:34Z,15458,9,1311.3,903.4,5187,328,21421,34.1,54.3,610,8188,16
2026-08-28T00:50:34Z,15518,9,1311.3,903,5187,328,21427,34.1,57.48,610,8188,23
2026-08-28T00:51:34Z,15578,9,1311.6,903.4,5185,328,21435,34.1,58.72,610,8188,21
2026-08-28T00:52:34Z,15638,9,1312.2,906.5,5189,328,21324,34.3,52.48,613,8188,27
2026-08-28T00:53:35Z,15698,9,1316.5,910.7,5185,328,21338,34.2,62.12,613,8188,23
2026-08-28T00:54:35Z,15758,9,1312.5,906.9,5187,328,21411,34.2,57,613,8188,26
2026-08-28T00:55:35Z,15818,9,1313.4,907.6,5185,327,21418,34.1,60.74,613,8188,26
2026-08-28T00:56:35Z,15879,9,1313,907.4,5190,329,21415,34.2,60.61,613,8188,28
2026-08-28T00:57:35Z,15939,9,1311.6,906.1,5188,328,21423,34.1,62.76,613,8188,26
2026-08-28T00:58:35Z,15999,9,1311.5,906.1,5192,329,21422,34.1,61.52,613,8188,25
2026-08-28T00:59:35Z,16059,9,1312.4,907.1,5194,329,21444,34.1,57.47,613,8188,25
2026-08-28T01:00:36Z,16119,9,1311.9,906.6,5190,329,21444,34.1,62.33,613,8188,23
2026-08-28T01:01:36Z,16179,9,1315.9,911,5194,329,21438,34.1,58.69,613,8188,23
2026-08-28T01:02:36Z,16239,9,1314.4,910.3,5196,329,21352,34.2,51.56,613,8188,23
2026-08-28T01:03:36Z,16300,9,1312.4,907.4,5198,329,21346,34.2,58.38,613,8188,24
2026-08-28T01:04:36Z,16360,9,1312.7,907.3,5196,329,21404,34.2,56.41,613,8188,25
2026-08-28T01:05:36Z,16420,9,1311.3,905.8,5198,329,21418,34.1,58.13,613,8188,20
